customer_no,customer_id,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment,Is_Loyal
840,1842,157,1,59.96,4,1,2,412,promising,Not Loyal
841,1843,54,1,9.72,5,1,1,511,new_customers,Not Loyal
842,1844,51,3,223.5,5,3,5,535,potential_loyalists,Loyal
843,1845,11,1,34.57,5,1,2,512,new_customers,Not Loyal
844,1846,45,6,516.71,5,5,5,555,champions,Loyal
845,1847,217,1,60.74,3,1,3,313,about_to_sleep,Not Loyal
846,1848,24,1,16.25,5,1,1,511,new_customers,Not Loyal
847,1849,789,1,128.38,1,1,4,114,hibernating,Not Loyal
848,1850,440,1,14.86,1,1,1,111,hibernating,Not Loyal
849,1851,285,1,21.86,2,1,1,211,hibernating,Not Loyal
850,1852,494,1,40.93,1,1,2,112,hibernating,Not Loyal
851,1853,203,1,13.93,3,1,1,311,about_to_sleep,Not Loyal
852,1854,197,1,23.93,3,1,1,311,about_to_sleep,Not Loyal
853,1855,393,2,57.28,1,2,2,122,hibernating,Not Loyal
854,1856,75,2,114.41,5,2,4,524,potential_loyalists,Loyal
855,1857,1154,1,52.24,1,1,2,112,hibernating,Not Loyal
856,1858,208,3,139.59,3,3,4,334,need_attention,Not Loyal
857,1859,308,1,35.41,2,1,2,212,hibernating,Not Loyal
858,1860,86,1,44.28,5,1,2,512,new_customers,Not Loyal
859,1861,91,1,17.65,4,1,1,411,promising,Not Loyal
860,1862,186,3,215.11,3,3,5,335,need_attention,Not Loyal
861,1863,443,1,15.79,1,1,1,111,hibernating,Not Loyal
862,1864,203,1,24.84,3,1,1,311,about_to_sleep,Not Loyal
863,1865,123,1,84.2,4,1,3,413,promising,Not Loyal
864,1866,429,1,19.43,1,1,1,111,hibernating,Not Loyal
865,1867,3,1,55.03,5,1,2,512,new_customers,Not Loyal
866,1868,437,1,66.81,1,1,3,113,hibernating,Not Loyal
867,1869,64,1,68,5,1,3,513,new_customers,Not Loyal
868,1870,25,1,65.82,5,1,3,513,new_customers,Not Loyal
869,1871,438,1,16.26,1,1,1,111,hibernating,Not Loyal
870,1872,1111,1,37.28,1,1,2,112,hibernating,Not Loyal
871,1873,574,1,29.52,1,1,1,111,hibernating,Not Loyal
872,1874,340,1,57.98,2,1,2,212,hibernating,Not Loyal
873,1875,706,5,338.94,1,5,5,155,cant_loose,Not Loyal
874,1876,418,1,61.19,1,1,3,113,hibernating,Not Loyal
875,1877,531,1,11.65,1,1,1,111,hibernating,Not Loyal
876,1878,77,1,57.96,5,1,2,512,new_customers,Not Loyal
877,1879,369,1,24.3,1,1,1,111,hibernating,Not Loyal
878,1880,83,9,284.74,5,5,5,555,champions,Loyal
879,1881,260,1,41.96,3,1,2,312,about_to_sleep,Not Loyal
880,1882,69,1,13.92,5,1,1,511,new_customers,Not Loyal
881,1883,476,1,61.03,1,1,3,113,hibernating,Not Loyal
882,1884,56,1,36.35,5,1,2,512,new_customers,Not Loyal
883,1885,372,1,10.65,1,1,1,111,hibernating,Not Loyal
884,1886,30,4,43.17,5,4,2,542,champions,Loyal
885,1887,1645,1,69.5,1,1,3,113,hibernating,Not Loyal
886,1888,430,6,621.51,1,5,5,155,cant_loose,Not Loyal
887,1889,261,2,136.35,3,2,4,324,about_to_sleep,Not Loyal
888,1890,14,1,12.06,5,1,1,511,new_customers,Not Loyal
889,1891,562,1,29.72,1,1,1,111,hibernating,Not Loyal
890,1892,218,1,28.46,3,1,1,311,about_to_sleep,Not Loyal
891,1893,156,2,102.56,4,2,4,424,potential_loyalists,Loyal
892,1894,289,1,25.61,2,1,1,211,hibernating,Not Loyal
893,1895,906,1,73.47,1,1,3,113,hibernating,Not Loyal
894,1896,115,3,226.54,4,3,5,435,potential_loyalists,Loyal
895,1897,4,2,25.99,5,2,1,521,potential_loyalists,Loyal
896,1898,556,1,42.49,1,1,2,112,hibernating,Not Loyal
897,1899,1759,1,24.25,1,1,1,111,hibernating,Not Loyal
898,1900,711,1,35.31,1,1,2,112,hibernating,Not Loyal
899,1901,57,2,136.07,5,2,4,524,potential_loyalists,Loyal
900,1902,65,1,61.2,5,1,3,513,new_customers,Not Loyal
901,1903,101,1,60.12,4,1,3,413,promising,Not Loyal
902,1904,149,2,62.33,4,2,3,423,potential_loyalists,Loyal
903,1905,53,1,23.26,5,1,1,511,new_customers,Not Loyal
904,1906,207,1,31.68,3,1,2,312,about_to_sleep,Not Loyal
905,1907,197,1,33.73,3,1,2,312,about_to_sleep,Not Loyal
906,1908,9,1,18.58,5,1,1,511,new_customers,Not Loyal
907,1909,418,2,28.88,1,2,1,121,hibernating,Not Loyal
908,1910,1706,1,37.34,1,1,2,112,hibernating,Not Loyal
909,1911,313,1,69.5,2,1,3,213,hibernating,Not Loyal
910,1912,759,2,147.6,1,2,4,124,hibernating,Not Loyal
911,1913,91,1,65.4,4,1,3,413,promising,Not Loyal
912,1914,448,1,12.06,1,1,1,111,hibernating,Not Loyal
913,1915,86,2,52.59,5,2,2,522,potential_loyalists,Loyal
914,1916,219,1,23.65,3,1,1,311,about_to_sleep,Not Loyal
915,1917,233,1,58.6,3,1,2,312,about_to_sleep,Not Loyal
916,1918,67,2,100.79,5,2,4,524,potential_loyalists,Loyal
917,1919,116,1,65.84,4,1,3,413,promising,Not Loyal
918,1920,109,2,139.48,4,2,4,424,potential_loyalists,Loyal
919,1921,110,1,18.69,4,1,1,411,promising,Not Loyal
920,1922,279,1,60.75,2,1,3,213,hibernating,Not Loyal
921,1923,435,1,49.9,1,1,2,112,hibernating,Not Loyal
922,1924,81,1,21.4,5,1,1,511,new_customers,Not Loyal
923,1925,769,2,126.48,1,2,4,124,hibernating,Not Loyal
924,1926,161,1,12.99,4,1,1,411,promising,Not Loyal
925,1927,669,1,32.11,1,1,2,112,hibernating,Not Loyal
926,1928,120,1,44.67,4,1,2,412,promising,Not Loyal
927,1929,186,1,28.13,3,1,1,311,about_to_sleep,Not Loyal
928,1930,99,1,21.36,4,1,1,411,promising,Not Loyal
929,1931,54,1,35.4,5,1,2,512,new_customers,Not Loyal
930,1932,87,5,512.52,5,5,5,555,champions,Loyal
931,1933,473,1,13.54,1,1,1,111,hibernating,Not Loyal
932,1934,723,1,62.04,1,1,3,113,hibernating,Not Loyal
933,1935,490,2,59.23,1,2,2,122,hibernating,Not Loyal
934,1936,202,5,419.1,3,5,5,355,loyal_customers,Not Loyal
935,1937,37,3,74.92,5,3,3,533,potential_loyalists,Loyal
936,1938,1552,1,20.38,1,1,1,111,hibernating,Not Loyal
937,1939,20,1,10.17,5,1,1,511,new_customers,Not Loyal
938,1940,206,1,61.64,3,1,3,313,about_to_sleep,Not Loyal
939,1941,603,1,37.24,1,1,2,112,hibernating,Not Loyal
940,1942,431,2,191.17,1,2,5,125,hibernating,Not Loyal
941,1943,244,1,62.15,3,1,3,313,about_to_sleep,Not Loyal
942,1944,1608,1,21.63,1,1,1,111,hibernating,Not Loyal
943,1945,2,3,158.85,5,3,5,535,potential_loyalists,Loyal
944,1946,60,1,29.78,5,1,1,511,new_customers,Not Loyal
945,1947,16,1,26.06,5,1,1,511,new_customers,Not Loyal
946,1948,63,1,54.57,5,1,2,512,new_customers,Not Loyal
947,1949,73,1,35.61,5,1,2,512,new_customers,Not Loyal
948,1950,224,1,35.87,3,1,2,312,about_to_sleep,Not Loyal
949,1951,136,1,29.8,4,1,1,411,promising,Not Loyal
950,1952,94,1,56.9,4,1,2,412,promising,Not Loyal
951,1953,319,1,17.66,2,1,1,211,hibernating,Not Loyal
952,1954,93,1,56.92,4,1,2,412,promising,Not Loyal
953,1955,610,1,27.75,1,1,1,111,hibernating,Not Loyal
954,1956,140,1,71.67,4,1,3,413,promising,Not Loyal
955,1957,145,1,63.53,4,1,3,413,promising,Not Loyal
956,1958,205,4,244.91,3,4,5,345,loyal_customers,Not Loyal
957,1959,329,1,31.68,2,1,2,212,hibernating,Not Loyal
958,1960,625,1,56,1,1,2,112,hibernating,Not Loyal
959,1961,434,2,120.26,1,2,4,124,hibernating,Not Loyal
960,1962,118,3,68.96,4,3,3,433,potential_loyalists,Loyal
961,1963,96,1,58.36,4,1,2,412,promising,Not Loyal
962,1964,418,1,59.79,1,1,2,112,hibernating,Not Loyal
963,1965,244,3,32.99,3,3,2,332,need_attention,Not Loyal
964,1966,85,1,25.12,5,1,1,511,new_customers,Not Loyal
965,1967,788,1,54.21,1,1,2,112,hibernating,Not Loyal
966,1968,365,1,27.93,2,1,1,211,hibernating,Not Loyal
967,1969,8,1,8.32,5,1,1,511,new_customers,Not Loyal
968,1970,93,5,229.17,4,5,5,455,loyal_customers,Loyal
969,1971,323,1,16.99,2,1,1,211,hibernating,Not Loyal
970,1972,107,2,17.66,4,2,1,421,potential_loyalists,Loyal
971,1973,41,2,233.79,5,2,5,525,potential_loyalists,Loyal
972,1974,950,1,48.16,1,1,2,112,hibernating,Not Loyal
973,1975,59,1,18.59,5,1,1,511,new_customers,Not Loyal
974,1976,71,1,31,5,1,2,512,new_customers,Not Loyal
975,1977,132,1,57.94,4,1,2,412,promising,Not Loyal
976,1978,76,4,431.03,5,4,5,545,champions,Loyal
977,1979,262,1,22.8,3,1,1,311,about_to_sleep,Not Loyal
978,1980,314,1,58.66,2,1,2,212,hibernating,Not Loyal
979,1981,249,3,115.45,3,3,4,334,need_attention,Not Loyal
980,1982,1083,2,10.18,1,2,1,121,hibernating,Not Loyal
981,1983,77,1,33.88,5,1,2,512,new_customers,Not Loyal
982,1984,129,1,27.93,4,1,1,411,promising,Not Loyal
983,1985,34,1,17.63,5,1,1,511,new_customers,Not Loyal
984,1986,274,1,12.99,2,1,1,211,hibernating,Not Loyal
985,1987,213,1,44.3,3,1,2,312,about_to_sleep,Not Loyal
986,1988,10,1,12.98,5,1,1,511,new_customers,Not Loyal
987,1989,177,1,27.36,4,1,1,411,promising,Not Loyal
988,1990,161,1,23.26,4,1,1,411,promising,Not Loyal
989,1991,137,1,67.26,4,1,3,413,promising,Not Loyal
990,1992,226,1,19.51,3,1,1,311,about_to_sleep,Not Loyal
991,1993,196,2,138.48,3,2,4,324,about_to_sleep,Not Loyal
992,1994,150,1,56.31,4,1,2,412,promising,Not Loyal
993,1995,248,1,28.97,3,1,1,311,about_to_sleep,Not Loyal
994,1996,95,1,56.43,4,1,2,412,promising,Not Loyal
995,1997,141,1,38.22,4,1,2,412,promising,Not Loyal
996,1998,170,1,13.93,4,1,1,411,promising,Not Loyal
997,1999,56,1,31.67,5,1,2,512,new_customers,Not Loyal
998,2000,63,1,23.26,5,1,1,511,new_customers,Not Loyal
999,2001,24,2,157.58,5,2,5,525,potential_loyalists,Loyal
1000,2002,232,1,67.76,3,1,3,313,about_to_sleep,Not Loyal
1001,2003,177,1,23.18,4,1,1,411,promising,Not Loyal
1002,2004,110,1,16.73,4,1,1,411,promising,Not Loyal
1003,2005,66,1,29.81,5,1,1,511,new_customers,Not Loyal
1004,2006,21,1,23.27,5,1,1,511,new_customers,Not Loyal
1005,2007,358,1,10.19,2,1,1,211,hibernating,Not Loyal
1006,2008,1648,1,49.91,1,1,2,112,hibernating,Not Loyal
1007,2009,836,1,21.37,1,1,1,111,hibernating,Not Loyal
1008,2010,23,1,28.87,5,1,1,511,new_customers,Not Loyal
1009,2011,84,1,61.68,5,1,3,513,new_customers,Not Loyal
1010,2012,446,1,63.54,1,1,3,113,hibernating,Not Loyal
1011,2013,68,6,866.72,5,5,5,555,champions,Loyal
1012,2014,431,2,27.94,1,2,1,121,hibernating,Not Loyal
1013,2015,95,2,87.12,4,2,3,423,potential_loyalists,Loyal
1014,2016,567,1,76.18,1,1,3,113,hibernating,Not Loyal
1015,2017,267,2,84.84,3,2,3,323,about_to_sleep,Not Loyal
1016,2018,302,1,27.01,2,1,1,211,hibernating,Not Loyal
1017,2019,1553,1,43.24,1,1,2,112,hibernating,Not Loyal
1018,2020,9,1,12.06,5,1,1,511,new_customers,Not Loyal
1019,2021,486,2,56.51,1,2,2,122,hibernating,Not Loyal
1020,2022,458,1,19.51,1,1,1,111,hibernating,Not Loyal
1021,2023,81,1,13.91,5,1,1,511,new_customers,Not Loyal
1022,2024,181,1,81.03,3,1,3,313,about_to_sleep,Not Loyal
1023,2025,240,4,320.45,3,4,5,345,loyal_customers,Not Loyal
1024,2026,236,1,19.7,3,1,1,311,about_to_sleep,Not Loyal
1025,2027,46,13,397.74,5,5,5,555,champions,Loyal
1026,2028,462,1,11.03,1,1,1,111,hibernating,Not Loyal
1027,2029,160,1,61.17,4,1,3,413,promising,Not Loyal
1028,2030,247,1,32.62,3,1,2,312,about_to_sleep,Not Loyal
1029,2031,282,1,42.32,2,1,2,212,hibernating,Not Loyal
1030,2032,454,1,59.8,1,1,2,112,hibernating,Not Loyal
1031,2033,223,2,100.73,3,2,4,324,about_to_sleep,Not Loyal
1032,2034,506,2,53.04,1,2,2,122,hibernating,Not Loyal
1033,2035,76,2,107.05,5,2,4,524,potential_loyalists,Loyal
1034,2036,28,1,30.17,5,1,2,512,new_customers,Not Loyal
1035,2037,445,1,201.09,1,1,5,115,hibernating,Not Loyal
1036,2038,38,1,63.05,5,1,3,513,new_customers,Not Loyal
1037,2039,33,7,1056.02,5,5,5,555,champions,Loyal
1038,2040,118,1,28.87,4,1,1,411,promising,Not Loyal
1039,2041,78,6,288.32,5,5,5,555,champions,Loyal
1040,2042,125,3,86.81,4,3,3,433,potential_loyalists,Loyal
1041,2043,251,1,13.91,3,1,1,311,about_to_sleep,Not Loyal
1042,2044,235,1,30.35,3,1,2,312,about_to_sleep,Not Loyal
1043,2045,187,1,19.53,3,1,1,311,about_to_sleep,Not Loyal
1044,2046,492,1,21.45,1,1,1,111,hibernating,Not Loyal
1045,2047,451,1,19.01,1,1,1,111,hibernating,Not Loyal
1046,2048,19,1,11.76,5,1,1,511,new_customers,Not Loyal
1047,2049,34,2,105.23,5,2,4,524,potential_loyalists,Loyal
1048,2050,283,1,17.65,2,1,1,211,hibernating,Not Loyal
1049,2051,293,2,73.17,2,2,3,223,hibernating,Not Loyal
1050,2052,73,1,58.85,5,1,2,512,new_customers,Not Loyal
1051,2053,419,1,75.37,1,1,3,113,hibernating,Not Loyal
1052,2054,537,1,63.32,1,1,3,113,hibernating,Not Loyal
1053,2055,141,1,48.94,4,1,2,412,promising,Not Loyal
1054,2056,289,1,56.92,2,1,2,212,hibernating,Not Loyal
1055,2057,417,1,130.92,1,1,4,114,hibernating,Not Loyal
1056,2058,389,3,256.57,1,3,5,135,at_Risk,Not Loyal
1057,2059,7,1,62.72,5,1,3,513,new_customers,Not Loyal
1058,2060,216,2,44.11,3,2,2,322,about_to_sleep,Not Loyal
1059,2061,11,1,14.35,5,1,1,511,new_customers,Not Loyal
1060,2062,36,1,9.25,5,1,1,511,new_customers,Not Loyal
1061,2063,962,2,121.2,1,2,4,124,hibernating,Not Loyal
1062,2064,47,1,130.74,5,1,4,514,new_customers,Not Loyal
1063,2065,520,1,81.94,1,1,3,113,hibernating,Not Loyal
1064,2066,165,1,320.87,4,1,5,415,promising,Not Loyal
1065,2067,925,1,49.39,1,1,2,112,hibernating,Not Loyal
1066,2068,132,1,22.9,4,1,1,411,promising,Not Loyal
1067,2069,100,1,41.02,4,1,2,412,promising,Not Loyal
1068,2070,113,1,54.54,4,1,2,412,promising,Not Loyal
1069,2071,438,1,12.06,1,1,1,111,hibernating,Not Loyal
1070,2072,111,3,233.04,4,3,5,435,potential_loyalists,Loyal
1071,2073,297,1,31,2,1,2,212,hibernating,Not Loyal
1072,2074,249,1,12.99,3,1,1,311,about_to_sleep,Not Loyal
1073,2075,164,1,32.12,4,1,2,412,promising,Not Loyal
1074,2076,201,1,19.52,3,1,1,311,about_to_sleep,Not Loyal
1075,2077,186,1,55.02,3,1,2,312,about_to_sleep,Not Loyal
1076,2078,333,1,65.32,2,1,3,213,hibernating,Not Loyal
1077,2079,2,2,111.05,5,2,4,524,potential_loyalists,Loyal
1078,2080,331,1,59.82,2,1,2,212,hibernating,Not Loyal
1079,2081,176,1,72.3,4,1,3,413,promising,Not Loyal
1080,2082,1200,1,71.49,1,1,3,113,hibernating,Not Loyal
1081,2083,58,1,16.25,5,1,1,511,new_customers,Not Loyal
1082,2084,162,1,14.85,4,1,1,411,promising,Not Loyal
1083,2085,178,1,23.23,4,1,1,411,promising,Not Loyal
1084,2086,131,2,41.3,4,2,2,422,potential_loyalists,Loyal
1085,2087,131,4,373.51,4,4,5,445,loyal_customers,Loyal
1086,2088,556,1,36.8,1,1,2,112,hibernating,Not Loyal
1087,2089,152,1,43.81,4,1,2,412,promising,Not Loyal
1088,2090,797,2,111,1,2,4,124,hibernating,Not Loyal
1089,2091,122,1,47.45,4,1,2,412,promising,Not Loyal
1090,2092,399,1,61.59,1,1,3,113,hibernating,Not Loyal
1091,2093,57,1,23.25,5,1,1,511,new_customers,Not Loyal
1092,2094,121,1,61.67,4,1,3,413,promising,Not Loyal
1093,2095,706,2,53.51,1,2,2,122,hibernating,Not Loyal
1094,2096,427,1,21.4,1,1,1,111,hibernating,Not Loyal
1095,2097,185,1,8.32,3,1,1,311,about_to_sleep,Not Loyal
1096,2098,48,4,243.13,5,4,5,545,champions,Loyal
1097,2099,391,2,119.63,1,2,4,124,hibernating,Not Loyal
1098,2100,68,1,15.78,5,1,1,511,new_customers,Not Loyal
1099,2101,446,1,59.81,1,1,2,112,hibernating,Not Loyal
1100,2102,155,1,26.82,4,1,1,411,promising,Not Loyal
1101,2103,19,3,196.2,5,3,5,535,potential_loyalists,Loyal
1102,2104,475,1,43.83,1,1,2,112,hibernating,Not Loyal
1103,2105,116,2,88.98,4,2,3,423,potential_loyalists,Loyal
1104,2106,186,1,51.3,3,1,2,312,about_to_sleep,Not Loyal
1105,2107,1275,1,76.72,1,1,3,113,hibernating,Not Loyal
1106,2108,30,1,70.41,5,1,3,513,new_customers,Not Loyal
1107,2109,460,3,147.14,1,3,4,134,at_Risk,Not Loyal
1108,2110,265,4,252.21,3,4,5,345,loyal_customers,Not Loyal
1109,2111,23,1,16.72,5,1,1,511,new_customers,Not Loyal
1110,2112,247,4,194.35,3,4,5,345,loyal_customers,Not Loyal
1111,2113,103,3,154.81,4,3,5,435,potential_loyalists,Loyal
1112,2114,1658,1,92.42,1,1,3,113,hibernating,Not Loyal
1113,2115,441,1,57.9,1,1,2,112,hibernating,Not Loyal
1114,2116,74,3,245.73,5,3,5,535,potential_loyalists,Loyal
1115,2117,276,1,85.23,2,1,3,213,hibernating,Not Loyal
1116,2118,10,1,14.39,5,1,1,511,new_customers,Not Loyal
1117,2119,1731,1,67.21,1,1,3,113,hibernating,Not Loyal
1118,2120,482,1,50.79,1,1,2,112,hibernating,Not Loyal
1119,2121,401,1,59.48,1,1,2,112,hibernating,Not Loyal
1120,2122,42,1,30.74,5,1,2,512,new_customers,Not Loyal
1121,2123,61,1,73.82,5,1,3,513,new_customers,Not Loyal
1122,2124,887,1,55.01,1,1,2,112,hibernating,Not Loyal
1123,2125,143,1,90.17,4,1,3,413,promising,Not Loyal
1124,2126,490,1,20.99,1,1,1,111,hibernating,Not Loyal
1125,2127,267,1,12.06,3,1,1,311,about_to_sleep,Not Loyal
1126,2128,76,1,60.71,5,1,3,513,new_customers,Not Loyal
1127,2129,92,3,178.33,4,3,5,435,potential_loyalists,Loyal
1128,2130,456,1,57.2,1,1,2,112,hibernating,Not Loyal
1129,2131,235,2,187.02,3,2,5,325,about_to_sleep,Not Loyal
1130,2132,362,1,43.15,2,1,2,212,hibernating,Not Loyal
1131,2133,478,1,63.54,1,1,3,113,hibernating,Not Loyal
1132,2134,226,1,12.99,3,1,1,311,about_to_sleep,Not Loyal
1133,2135,29,4,212.08,5,4,5,545,champions,Loyal
1134,2136,64,1,62.6,5,1,3,513,new_customers,Not Loyal
1135,2137,422,1,23.27,1,1,1,111,hibernating,Not Loyal
1136,2138,890,1,19.51,1,1,1,111,hibernating,Not Loyal
1137,2139,889,1,19.51,1,1,1,111,hibernating,Not Loyal
1138,2140,303,1,23.18,2,1,1,211,hibernating,Not Loyal
1139,2141,307,1,18.57,2,1,1,211,hibernating,Not Loyal
1140,2142,129,1,8.32,4,1,1,411,promising,Not Loyal
1141,2143,65,1,11.1,5,1,1,511,new_customers,Not Loyal
1142,2144,145,3,44.07,4,3,2,432,potential_loyalists,Loyal
1143,2145,212,2,68.78,3,2,3,323,about_to_sleep,Not Loyal
1144,2146,526,1,58.76,1,1,2,112,hibernating,Not Loyal
1145,2147,495,1,28.31,1,1,1,111,hibernating,Not Loyal
1146,2148,446,1,52.23,1,1,2,112,hibernating,Not Loyal
1147,2149,297,1,58.39,2,1,2,212,hibernating,Not Loyal
1148,2150,67,1,57.93,5,1,2,512,new_customers,Not Loyal
1149,2151,419,1,59.35,1,1,2,112,hibernating,Not Loyal
1150,2152,121,3,87.96,4,3,3,433,potential_loyalists,Loyal
1151,2153,238,1,62.13,3,1,3,313,about_to_sleep,Not Loyal
1152,2154,115,3,110.63,4,3,4,434,potential_loyalists,Loyal
1153,2155,483,1,68.21,1,1,3,113,hibernating,Not Loyal
1154,2156,386,4,244.86,1,4,5,145,at_Risk,Not Loyal
1155,2157,48,1,19.53,5,1,1,511,new_customers,Not Loyal
1156,2158,717,1,27.73,1,1,1,111,hibernating,Not Loyal
1157,2159,196,1,13.93,3,1,1,311,about_to_sleep,Not Loyal
1158,2160,81,1,62,5,1,3,513,new_customers,Not Loyal
1159,2161,386,1,32.61,1,1,2,112,hibernating,Not Loyal
1160,2162,121,1,33.88,4,1,2,412,promising,Not Loyal
1161,2163,430,1,62.15,1,1,3,113,hibernating,Not Loyal
1162,2164,340,2,46.76,2,2,2,222,hibernating,Not Loyal
1163,2165,486,1,56.53,1,1,2,112,hibernating,Not Loyal
1164,2166,84,2,96.34,5,2,3,523,potential_loyalists,Loyal
1165,2167,135,1,56.3,4,1,2,412,promising,Not Loyal
1166,2168,1254,1,48.23,1,1,2,112,hibernating,Not Loyal
1167,2169,560,1,99.9,1,1,3,113,hibernating,Not Loyal
1168,2170,156,8,437.04,4,5,5,455,loyal_customers,Loyal
1169,2171,172,2,258.39,4,2,5,425,potential_loyalists,Loyal
1170,2172,182,1,63.05,3,1,3,313,about_to_sleep,Not Loyal
1171,2173,285,1,107.46,2,1,4,214,hibernating,Not Loyal
1172,2174,145,2,30.1,4,2,2,422,potential_loyalists,Loyal
1173,2175,165,2,113.55,4,2,4,424,potential_loyalists,Loyal
1174,2176,269,1,29.61,3,1,1,311,about_to_sleep,Not Loyal
1175,2177,956,1,38.3,1,1,2,112,hibernating,Not Loyal
1176,2178,489,2,84.44,1,2,3,123,hibernating,Not Loyal
1177,2179,824,1,83.31,1,1,3,113,hibernating,Not Loyal
1178,2180,354,1,13.18,2,1,1,211,hibernating,Not Loyal
1179,2181,416,4,278.96,1,4,5,145,at_Risk,Not Loyal
1180,2182,197,1,76.62,3,1,3,313,about_to_sleep,Not Loyal
1181,2183,460,1,47.55,1,1,2,112,hibernating,Not Loyal
1182,2184,232,1,15.88,3,1,1,311,about_to_sleep,Not Loyal
1183,2185,88,1,8.32,5,1,1,511,new_customers,Not Loyal
1184,2186,177,1,12.06,4,1,1,411,promising,Not Loyal
1185,2187,455,1,89.13,1,1,3,113,hibernating,Not Loyal
1186,2188,284,1,65.41,2,1,3,213,hibernating,Not Loyal
1187,2189,43,2,97.86,5,2,3,523,potential_loyalists,Loyal
1188,2190,280,1,18.6,2,1,1,211,hibernating,Not Loyal
1189,2191,404,1,80.73,1,1,3,113,hibernating,Not Loyal
1190,2192,319,1,25.55,2,1,1,211,hibernating,Not Loyal
1191,2193,25,1,22.52,5,1,1,511,new_customers,Not Loyal
1192,2194,121,1,77.21,4,1,3,413,promising,Not Loyal
1193,2195,276,1,15.3,2,1,1,211,hibernating,Not Loyal
1194,2196,172,2,230.32,4,2,5,425,potential_loyalists,Loyal
1195,2197,84,1,97.14,5,1,3,513,new_customers,Not Loyal
1196,2198,1377,2,51.96,1,2,2,122,hibernating,Not Loyal
1197,2199,381,2,62.17,1,2,3,123,hibernating,Not Loyal
1198,2200,71,1,33.31,5,1,2,512,new_customers,Not Loyal
1199,2201,714,2,52.98,1,2,2,122,hibernating,Not Loyal
1200,2202,267,1,23.18,3,1,1,311,about_to_sleep,Not Loyal
1201,2203,298,1,17.06,2,1,1,211,hibernating,Not Loyal
1202,2204,38,2,66.55,5,2,3,523,potential_loyalists,Loyal
1203,2205,123,2,114.37,4,2,4,424,potential_loyalists,Loyal
1204,2206,185,1,19.04,3,1,1,311,about_to_sleep,Not Loyal
1205,2207,473,1,22.84,1,1,1,111,hibernating,Not Loyal
1206,2208,683,1,51.35,1,1,2,112,hibernating,Not Loyal
1207,2209,69,2,95.13,5,2,3,523,potential_loyalists,Loyal
1208,2210,221,4,321.08,3,4,5,345,loyal_customers,Not Loyal
1209,2211,408,1,37.29,1,1,2,112,hibernating,Not Loyal
1210,2212,540,2,109.45,1,2,4,124,hibernating,Not Loyal
1211,2213,44,1,15.79,5,1,1,511,new_customers,Not Loyal
1212,2214,16,2,71.88,5,2,3,523,potential_loyalists,Loyal
1213,2215,794,2,35.42,1,2,2,122,hibernating,Not Loyal
1214,2216,1430,1,27.57,1,1,1,111,hibernating,Not Loyal
1215,2217,405,2,198.06,1,2,5,125,hibernating,Not Loyal
1216,2218,474,1,42.01,1,1,2,112,hibernating,Not Loyal
1217,2219,94,1,33.96,4,1,2,412,promising,Not Loyal
1218,2220,163,1,142.93,4,1,4,414,promising,Not Loyal
1219,2221,55,1,24.11,5,1,1,511,new_customers,Not Loyal
1220,2222,166,2,118.41,4,2,4,424,potential_loyalists,Loyal
1221,2223,68,1,12.99,5,1,1,511,new_customers,Not Loyal
1222,2224,270,1,66.71,3,1,3,313,about_to_sleep,Not Loyal
1223,2225,39,1,142.87,5,1,4,514,new_customers,Not Loyal
1224,2226,217,1,97.98,3,1,3,313,about_to_sleep,Not Loyal
1225,2227,16,2,110.58,5,2,4,524,potential_loyalists,Loyal
1226,2228,123,1,24.2,4,1,1,411,promising,Not Loyal
1227,2229,48,1,19.97,5,1,1,511,new_customers,Not Loyal
1228,2230,41,1,11.21,5,1,1,511,new_customers,Not Loyal
1229,2231,37,5,228.74,5,5,5,555,champions,Loyal
1230,2232,51,5,140.04,5,5,4,554,champions,Loyal
1231,2233,592,1,61.66,1,1,3,113,hibernating,Not Loyal
1232,2234,219,1,70.07,3,1,3,313,about_to_sleep,Not Loyal
1233,2235,78,1,56.52,5,1,2,512,new_customers,Not Loyal
1234,2236,572,1,30.68,1,1,2,112,hibernating,Not Loyal
1235,2237,521,2,115.47,1,2,4,124,hibernating,Not Loyal
1236,2238,215,2,128.91,3,2,4,324,about_to_sleep,Not Loyal
1237,2239,199,1,12.97,3,1,1,311,about_to_sleep,Not Loyal
1238,2240,13,1,35.4,5,1,2,512,new_customers,Not Loyal
1239,2241,440,1,57,1,1,2,112,hibernating,Not Loyal
1240,2242,433,1,16.73,1,1,1,111,hibernating,Not Loyal
1241,2243,18,2,82.46,5,2,3,523,potential_loyalists,Loyal
1242,2244,184,1,22.83,3,1,1,311,about_to_sleep,Not Loyal
1243,2245,2,2,60.15,5,2,3,523,potential_loyalists,Loyal
1244,2246,1087,1,44.75,1,1,2,112,hibernating,Not Loyal
1245,2247,326,1,59.1,2,1,2,212,hibernating,Not Loyal
1246,2248,32,1,15.7,5,1,1,511,new_customers,Not Loyal
1247,2249,0,1,17.18,5,1,1,511,new_customers,Not Loyal
1248,2250,283,2,162.73,2,2,5,225,hibernating,Not Loyal
1249,2251,1709,1,35.47,1,1,2,112,hibernating,Not Loyal
1250,2252,58,1,84.5,5,1,3,513,new_customers,Not Loyal
1251,2253,111,1,51.77,4,1,2,412,promising,Not Loyal
